journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
FS,Suhling,Stefan,,Redaktion,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Wolter,Daniel,,Redaktion,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Lürßen,Gesa,,Redaktion,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Roth,Karin,,Steckbriefe,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Gerlach,Susanne,,Straffälligenhilfe,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Pfalzer,Stephanie,,Strafvollzug von A – Z,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Drescher,Heidi,,Strafvollzug von A – Z,"Ministerium für Justiz, Kultur und Europa des Landes Schleswig-Holstein",Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
FS,Bublies,Lennart,,Homepage,,Redaktion,https://forum-strafvollzug.de/impressum/,2024-01-06,,,,,,,,,,,,,,
Freilaw,Braig,Sophia,,Chefredaktion,Freilaw,Redaktion,https://freilaw.de/ausgaben/,2024-01-06,,,,,,,,,,,,,,
Freilaw,Schmieder,Levin,,Chefredaktion,Freilaw,Redaktion,https://freilaw.de/ausgaben/,2024-01-06,,,,,,,,,,,,,,
GLJ,Eller,Klaas,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GLJ,Hendry,Jen,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GLJ,Miller,Russell A.,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GLJ,Mulder,Jule,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GLJ,Rigoni,Clara,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GLJ,Towfigh,Emanuel V.,,Chefredakteur,German Law Journal,Herausgeber,https://de.wikipedia.org/wiki/German_Law_Journal,2024-01-06,,,,,,,,,,,,,,
GWR,Weitnauer,Wolfgang,Dr.,Rechtsanwalt in München,,Herausgeber,https://rsw.beck.de/zeitschriften/gwr,2024-01-06,,,,,,,,,,,,,,
GWR,Goette,Wulf,Professor Dr.,Vorsitzender Richter am BGH a. D.,,Herausgeber,https://rsw.beck.de/zeitschriften/gwr,2024-01-06,,,,,,,,,,,,,,
GWR,Habersack,Mathias,Professor Dr.,,LMU München,Herausgeber,https://rsw.beck.de/zeitschriften/gwr,2024-01-06,,,,,,,,,,,,,,
GWR,Ziemons,Hildegard,Dr.,Rechtsanwältin beim BGH,Karlsruhe,Herausgeber,https://rsw.beck.de/zeitschriften/gwr,2024-01-06,,,,,,,,,,,,,,
GuP,Plagemann,Hermann,Prof. Dr.,FA Sozial- und Medizinrecht,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Ziegler,Ole,Dr.,FA Medizinrecht und Handels- und Gesellschaftsrecht,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Axer,Peter,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Finn,Markus,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Heberlein,Ingo,Prof. Dr.,RA,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Kießling,Andrea,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Kingreen,Thorsten,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Krasney,Martin,Dr.,RA,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Makoski,Kyrill,Dr.,RA,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Montgomery,Frank Ulrich,Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Roos,Elke,Dr.,VRiBSG,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Schian,Marcus,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Schick,Stefan,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Schütze,Bernd,Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Wallrabenstein,Astrid,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Wellner,Wolfgang,RiBGH a.D.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Welti,Felix,Prof. Dr.,,Frankfurt,Herausgeber,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Plagemann,Hermann,Prof. Dr.,,Plagemann Rechtsanwälte Partnerschaft mbB,Schriftleitung,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuP,Ziegler,Ole,Dr.,,Plagemann Rechtsanwälte Partnerschaft mbB,Schriftleitung,https://www.nomos-shop.de/nomos/titel/gup-gesundheit-und-pflege-id-114026/,2024-01-06,,,,,,,,,,,,,,
GuS,Amelung,Volker,Prof. Dr.,Medizinische Hochschule Hannover,,Herausgeber,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Klapper,Bernadette,Dr.,Bundesgeschäftsführerin des Deutschen Berufsverbands für Pflegeberufe (DBfK),,Herausgeber,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Knieps,Franz,,"Vorstand des BKK Dachverbandes e.V., Berlin",,Herausgeber,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Busse,Reinhard,Prof. Dr. med.,Technische Universität Berlin,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Hecken,Josef,Prof.,"Unparteiischer Vorsitzender des Gemeinsamen Bundesausschusses, Berlin",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Herman,Christopher,Dr.,"ehemaliger Vorsitzender des Vorstandes der AOK Baden-Württemberg, Stuttgart",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Hornung,Johanna,Dr.,"Kompetenzzentrum für Public Management, Universität Bern",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Klemperer,David,Prof. Dr. med.,Ostbayerische Technische Hochschule Regensburg,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Leienbach,Volker,Dr.,"ehemaliger PKV-Verbandsdirektor, Köln",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Lauterbach,Karl,Prof. Dr.,"Bundesminister für Gesundheit, Berlin",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Manzei-Gorsky,Alexandra,Prof. Dr.,Universität Augsburg,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Rothgang,Heinz,Prof. Dr.,Universität Bremen,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Schrappe,Matthias,Prof. Dr. med.,Universität Köln,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Steinmeyer,Heinz-Dietrich,Prof. Dr.,Universität Münster,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Straub,Christoph,Prof. Dr.,"Vorstandsvorsitzender der BARMER, Berlin",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Sundmacher,Leonie,Prof. Dr.,Technische Universität München (TUM),,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Voss,Maike,,"KLUG – Deutsche Allianz Klimawandel und Gesundheit e.V., Berlin",,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Wolf,Sascha,Prof. Dr.,Hochschule Pforzheim,,Beirat,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GuS,Dehlinger,Erwin,,"Gotenstraße 76, 10829 Berlin-Schöneberg",,Redaktion,https://www.nomos.de/zeitschriften/gus/,2024-01-06,,,,,,,,,,,,,,
GesR,Berchtold,Josef,Dr.,VRiBSG,Nomos,Herausgeber,https://www.nomos-shop.de/nomos/titel/gesundheitsrecht-id-68695/,2024-01-06,,,,,,,,,,,,,,
GesR,Huster,Stefan,Prof. Dr.,,Nomos,Herausgeber,https://www.nomos-shop.de/nomos/titel/gesundheitsrecht-id-68695/,2024-01-06,,,,,,,,,,,,,,
GesR,Rehborn,Martin,Prof. Dr.,RA,Nomos,Herausgeber,https://www.nomos-shop.de/nomos/titel/gesundheitsrecht-id-68695/,2024-01-06,,,,,,,,,,,,,,
GewArch,Hüpers,Frank,Dr.,,,Herausgeber,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Rieger,Frank,Dr.,,Schriftleitung,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Burgi,Martin,Prof. Dr.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Held-Daab,Ulla,Dr.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Hepperle,Sabine,Dr.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Lau,Niels,,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Rennert,Klaus,Prof. Dr. Dr. h.c.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Schönleiter,Ulrich,,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Schwannecke,Holger,,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Voßkuhle,Andreas,Prof. Dr.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GewArch,Wansleben,Martin,Dr.,,,,https://rsw.beck.de/zeitschriften/gewa,2024-01-06,,,,,,,,,,,,,,
GRUR,Bacher,Klaus,,Schriftleitung,Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR,Leistner,Matthias,,Schriftleitung,Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR,Ohly,Ansgar,,Schriftleitung,Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR-Int,Bacher,Klaus,,Schriftleitung,Gewerblicher Rechtsschutz und Urheberrecht - International,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR-Int,Leistner,Matthias,,Schriftleitung,Gewerblicher Rechtsschutz und Urheberrecht - International,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR-Int,Ohly,Ansgar,,Schriftleitung,Gewerblicher Rechtsschutz und Urheberrecht - International,Schriftleitung,https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR-Int,," """""," """""," ""Herausgeber"""," ""Deutschen Vereinigung für gewerblichen Rechtsschutz und Urheberrecht"""," ""Herausgeber""",https://rsw.beck.de/zeitschriften/grur,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Bornkamm,Joachim,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Drexl,Josef,,,,,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Hilty,Reto,,,,,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Ohly,Ansgar,,,,,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Büscher,Wolfgang,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Peifer,Karl-Nikolaus,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Schulte-Beckhausen,Thomas,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Berlit,Wolfgang,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-Prax,Schoene,Volker,,,,Herausgeber,https://www.grur.org/uploads/media/GRURPrax_2020_03-Inhalt.pdf,2024-01-06,,,,,,,,,,,,,,
GRUR-RR,Bacher,Klaus,,Schriftleitung,GRUR - Gewerblicher Rechtsschutz und Urheberrecht Rechtsprechungsreport,Schriftleitung,https://rsw.beck.de/zeitschriften/grur/grur-rr,2024-01-06,,,,,,,,,,,,,,
GRUR-RR,Leistner,Matthias,,Schriftleitung,GRUR - Gewerblicher Rechtsschutz und Urheberrecht Rechtsprechungsreport,Schriftleitung,https://rsw.beck.de/zeitschriften/grur/grur-rr,2024-01-06,,,,,,,,,,,,,,
GRUR-RR,Ohly,Ansgar,,Schriftleitung,GRUR - Gewerblicher Rechtsschutz und Urheberrecht Rechtsprechungsreport,Schriftleitung,https://rsw.beck.de/zeitschriften/grur/grur-rr,2024-01-06,,,,,,,,,,,,,,
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Reichert,Jochem,Prof. Dr.,Herausgeber,"SZA Schilling, Zutt & Anschütz Rechtsanwalts AG",Herausgeber
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Wertenbruch,Johannes,Prof. Dr.,Herausgeber,Philipps-Universität Marburg,Herausgeber
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Gosch,Dietmar,Prof. Dr.,Herausgeber,WTS Group AG Steuerberatungsgesellschaft,Herausgeber
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Neu,Norbert,Prof. Dr.,Herausgeber,dhpg Dr. Harzem & Partner mbB,Herausgeber
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Neumann,Ralf,,Herausgeber,Finanzamt für Groß- und Konzernbetriebsprüfung,Herausgeber
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Kleindiek,Detlef,Prof. Dr.,Beirat,Universität Bielefeld,Beirat
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Levedag,Christian,Dr.,Beirat,"LLM. Tax, München",Beirat
GmbHR,,,,,,,https://www.gmbhr.de/46911.htm,2024-01-06,,,,,,,,,Wiese,Götz Tobias,Prof. Dr.,Beirat,WIESE LUKAS PartG mbB,Beirat
GoJIL,Ambos,Kai,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Buergenthal,Thomas,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Calliess,Christian,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Nolte,Georg,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Nußberger,Angelika,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Paulus,Andreas L.,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Rauschning,Dietrich,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Reese-Schäfer,Walter,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Schorkopf,Frank,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Simma,Bruno,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GoJIL,Stoll,Peter-Tobias,,,,Beirat,https://de.wikipedia.org/wiki/Goettingen_Journal_of_International_Law,2024-01-06,,,,,,,,,,,,,,
GuG,Schaper,Daniela,,Herausgeber,Werner-Verlag,Herausgeber,https://de.wikipedia.org/wiki/Grundst%C3%BCcksmarkt_und_Grundst%C3%BCckswert,2024-01-06,,,,,,,,,,,,,,
GuG,Kleiber,Wolfgang,,Herausgeber,Werner-Verlag,Herausgeber,https://de.wikipedia.org/wiki/Grundst%C3%BCcksmarkt_und_Grundst%C3%BCckswert,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Ohly,Ansgar,Prof. Dr.,Herausgeber,GRUR,Herausgeber,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Bacher,Klaus,Dr.,Herausgeber,GRUR,Herausgeber,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Leistner,Matthias,Prof. Dr. iur.,Herausgeber,GRUR,Herausgeber,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Hilty,Reto,Prof. Dr.,Herausgeber,GRUR-International,Herausgeber,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Drexl,Josef,Prof. Dr.,Herausgeber,GRUR-International,Herausgeber,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Baumgärtel,Gunnar,Dr.,Schriftleiter,GRUR Patent,Schriftleitung,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Deichfuß,Hermann,Dr.,Schriftleiter,GRUR Patent,Schriftleitung,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Dornis,Tim,Prof. Dr.,Schriftleiter,GRUR Patent,Schriftleitung,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Rhaese,Birgit,Frau Rechtsanwältin,Redaktion,GRUR,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Lu,Tian,Dr.,Redaktion,GRUR-International,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Schmidt-Kessen,Maria Jose,Dr.,Redaktion,GRUR-International,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Manz,Cristine,Frau Rechtsanwältin,Redaktion,GRUR-RR / GRUR-RS,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Pech,Sebastian,Dr.,Redaktion,GRUR-Prax,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
GRUR Int.,Gille,Jürgen,Herr,Redaktion,GRUR-Prax,Redaktion,https://www.grur.org/de/publikationen/informationen-fuer-autoren.html,2024-01-06,,,,,,,,,,,,,,
HRN,Hamburger Rechtsnotizen,e.V.,,,Universität Hamburg,Herausgeber,https://hamburger-rechtsnotizen.de/,2024-01-06,,,,,,,,,,,,,,
HRN,Studierende,,,Fakultät für Rechtswissenschaft,Universität Hamburg,Redaktion,https://hamburger-rechtsnotizen.de/,2024-01-06,,,,,,,,,,,,,,
HJIL,von Bogdandy,Armin,,Direktor,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Herausgeber,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Peters,Anne,,Direktorin,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Herausgeber,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Frowein,Jochen Abr.,,Ehemaliger Direktor,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Herausgeber,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Wolfrum,Rüdiger,,Ehemaliger Direktor,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Herausgeber,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Stendel,Robert,,,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Schriftleitung,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Moser,Carolyn,Forschungsgruppenleiterin,,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Schriftleitung,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Dören,Richard,,,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Schriftleitung,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Goldmann,Matthias,Juniorprofessor für Internationales Öffentliches Recht und Finanzrecht,Referent,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Grote,Rainer,,Referent,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Hering,Laura,,Referentin,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Ioannidis,Michael,,Referent,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Jahn,Jannika,,Referentin,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Jarrett,Martin Andrew,,Referent,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Marxsen,Christian,Forschungsgruppenleiter,,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
HJIL,Moser,Carolyn,Forschungsgruppenleiterin,Referentin,Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht,Beirat,https://www.mpil.de/de/pub/publikationen/publikationen-des-instituts/zaoerv.cfm,2024-01-06,,,,,,,,,,,,,,
